info: Jan-21-2023 15:40:13: 	 Arrancamos Bob en el puerto 8001
info: Feb-08-2023 15:45:00: 	****************************************************************************
info: Feb-08-2023 15:45:00: 	Cerramos el par:LUNA-USDT Profit: 1.1143000000000066 acumulado: 1.1143000000000066 precio: 2.0876
info: Feb-08-2023 15:45:00: 	Profit total: -77.4912153166249933
info: Feb-08-2023 15:45:00: 	****************************************************************************
info: Feb-08-2023 16:17:10: 	Iniciamos proceso para abrir el par XMR-USDT en sentido long
info: Feb-08-2023 16:17:10: 	Enviamos a okex la operacion XMR-USDT-SWAP
info: Feb-08-2023 16:17:10: 	XMR-USDT-SWAP market buy long 0 23
info: Feb-08-2023 16:17:10: 	Enviamos Axios Market
info: Feb-08-2023 16:17:10: 	Arrancamos long el par:XMR-USDT precio: 167.14 cantidad: 384.422
info: Feb-08-2023 16:17:10: 	****************************************************************************
info: Feb-08-2023 16:45:10: 	Iniciamos proceso para abrir el par BAND-USDT en sentido long
info: Feb-08-2023 16:45:10: 	Enviamos a okex la operacion BAND-USDT-SWAP
info: Feb-08-2023 16:45:10: 	BAND-USDT-SWAP market buy long 0 176
info: Feb-08-2023 16:45:10: 	Enviamos Axios Market
info: Feb-08-2023 16:45:11: 	Arrancamos long el par:BAND-USDT precio: 2.263 cantidad: 398.288
info: Feb-08-2023 16:45:11: 	****************************************************************************
info: Feb-08-2023 17:30:00: 	Cerramos operacion del par XMR-USDT
info: Feb-08-2023 17:30:00: 	Tenemos que poner una orden
info: Feb-08-2023 17:30:00: 	Type: market Maximo: 6500
info: Feb-08-2023 17:30:00: 	Qty: 23 Maxqty:6500
info: Feb-08-2023 17:30:00: 	XMR-USDT-SWAP market sell long 0 23
info: Feb-08-2023 17:30:00: 	Enviamos Axios Market
info: Feb-08-2023 17:30:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 17:30:01: 	Cerramos el par:XMR-USDT Profit: -7.567 acumulado: 5.5750000000000001 precio: 163.85
info: Feb-08-2023 17:30:01: 	Profit total: -85.6379978166249933
info: Feb-08-2023 17:30:01: 	****************************************************************************
info: Feb-08-2023 18:15:01: 	Cerramos operacion del par YFII-USDT
info: Feb-08-2023 18:15:01: 	Tenemos que poner una orden
info: Feb-08-2023 18:15:01: 	Type: market Maximo: 50000
info: Feb-08-2023 18:15:01: 	Qty: 297 Maxqty:50000
info: Feb-08-2023 18:15:01: 	YFII-USDT-SWAP market sell long 0 297
info: Feb-08-2023 18:15:01: 	Enviamos Axios Market
info: Feb-08-2023 18:15:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 18:15:01: 	Cerramos el par:YFII-USDT Profit: -5.3162 acumulado: -12.3748 precio: 1328.3
info: Feb-08-2023 18:15:01: 	Profit total: -91.1514503666249933
info: Feb-08-2023 18:15:01: 	****************************************************************************
info: Feb-08-2023 18:30:00: 	Cerramos operacion del par WAVES-USDT
info: Feb-08-2023 18:30:00: 	Tenemos que poner una orden
info: Feb-08-2023 18:30:00: 	Type: market Maximo: 21000
info: Feb-08-2023 18:30:00: 	Qty: 151 Maxqty:21000
info: Feb-08-2023 18:30:00: 	WAVES-USDT-SWAP market buy short 0 151
info: Feb-08-2023 18:30:00: 	Enviamos Axios Market
info: Feb-08-2023 18:30:00: 	Cerramos el par:WAVES-USDT Profit: -9.815 acumulado: -9.815 precio: 2.71
info: Feb-08-2023 18:30:00: 	Profit total: -101.1710553666249933
info: Feb-08-2023 18:30:00: 	****************************************************************************
info: Feb-08-2023 18:30:00: 	La orden se ha puesto correctamente
info: Feb-08-2023 18:30:01: 	Iniciamos proceso para abrir el par YFII-USDT en sentido short
info: Feb-08-2023 18:30:01: 	Enviamos a okex la operacion
info: Feb-08-2023 18:30:01: 	YFII-USDT-SWAP market sell short 0 300
info: Feb-08-2023 18:30:01: 	Enviamos Axios Market
info: Feb-08-2023 18:30:01: 	Arrancamos short el par:YFII-USDT precio: 1330.8933333333333334 cantidad: 399.26800000000000002
info: Feb-08-2023 18:30:01: 	****************************************************************************
info: Feb-08-2023 18:33:41: 	Iniciamos proceso para abrir el par GMX-USDT en sentido short
info: Feb-08-2023 18:33:41: 	Enviamos a okex la operacion
info: Feb-08-2023 18:33:41: 	GMX-USDT-SWAP market sell short 0 59
info: Feb-08-2023 18:33:41: 	Enviamos Axios Market
info: Feb-08-2023 18:33:41: 	Arrancamos short el par:GMX-USDT precio: 66.85 cantidad: 394.415
info: Feb-08-2023 18:33:41: 	****************************************************************************
info: Feb-08-2023 19:00:51: 	Iniciamos proceso para abrir el par LUNA-USDT en sentido short
info: Feb-08-2023 19:00:51: 	Enviamos a okex la operacion
info: Feb-08-2023 19:00:51: 	LUNA-USDT-SWAP market sell short 0 194
info: Feb-08-2023 19:00:51: 	Enviamos Axios Market
info: Feb-08-2023 19:00:52: 	Arrancamos short el par:LUNA-USDT precio: 2.0622 cantidad: 400.0668
info: Feb-08-2023 19:00:52: 	****************************************************************************
info: Feb-08-2023 19:15:00: 	Cerramos operacion del par ONT-USDT
info: Feb-08-2023 19:15:00: 	Tenemos que poner una orden
info: Feb-08-2023 19:15:00: 	Type: market Maximo: 17000
info: Feb-08-2023 19:15:00: 	Qty: 172 Maxqty:17000
info: Feb-08-2023 19:15:00: 	ONT-USDT-SWAP market sell long 0 172
info: Feb-08-2023 19:15:00: 	Enviamos Axios Market
info: Feb-08-2023 19:15:01: 	****************************************************************************
info: Feb-08-2023 19:15:01: 	Venta parcial del par ONT-USDT Cantidad 500
info: Feb-08-2023 19:15:01: 	****************************************************************************
info: Feb-08-2023 19:15:01: 	****************************************************************************
info: Feb-08-2023 19:15:01: 	Venta parcial del par ONT-USDT Cantidad 10
info: Feb-08-2023 19:15:01: 	****************************************************************************
info: Feb-08-2023 19:15:01: 	Cerramos el par:ONT-USDT Profit: -2.701 acumulado: -2.701 precio: 0.2309296511627907
info: Feb-08-2023 19:15:01: 	Profit total: -104.6675297666249933
info: Feb-08-2023 19:15:01: 	****************************************************************************
info: Feb-08-2023 19:15:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 19:15:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "ONT-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-08-2023 19:15:01: 	Volvemos a apalancamiento 20 para el par ONT-USDT
info: Feb-08-2023 19:16:59: 	Iniciamos proceso para abrir el par BTC-USDT en sentido short
info: Feb-08-2023 19:16:59: 	Enviamos a okex la operacion
info: Feb-08-2023 19:16:59: 	BTC-USDT-SWAP market sell short 0 1
info: Feb-08-2023 19:16:59: 	Enviamos Axios Market
info: Feb-08-2023 19:16:59: 	Arrancamos short el par:BTC-USDT precio: 22977.6 cantidad: 229.776
info: Feb-08-2023 19:16:59: 	****************************************************************************
info: Feb-08-2023 19:45:00: 	Cerramos operacion del par AVAX-USDT
info: Feb-08-2023 19:45:00: 	Tenemos que poner una orden
info: Feb-08-2023 19:45:00: 	Type: market Maximo: 5200
info: Feb-08-2023 19:45:00: 	Qty: 19 Maxqty:5200
info: Feb-08-2023 19:45:00: 	AVAX-USDT-SWAP market sell long 0 19
info: Feb-08-2023 19:45:00: 	Enviamos Axios Market
info: Feb-08-2023 19:45:00: 	Cerramos operacion del par TRB-USDT
info: Feb-08-2023 19:45:00: 	Tenemos que poner una orden
info: Feb-08-2023 19:45:00: 	Type: market Maximo: 28000
info: Feb-08-2023 19:45:00: 	Qty: 205 Maxqty:28000
info: Feb-08-2023 19:45:00: 	TRB-USDT-SWAP market sell long 0 205
info: Feb-08-2023 19:45:00: 	Enviamos Axios Market
info: Feb-08-2023 19:45:00: 	La orden se ha puesto correctamente
info: Feb-08-2023 19:45:00: 	La orden se ha puesto correctamente
info: Feb-08-2023 19:45:00: 	****************************************************************************
info: Feb-08-2023 19:45:00: 	Venta parcial del par TRB-USDT Cantidad 7.1
info: Feb-08-2023 19:45:00: 	****************************************************************************
info: Feb-08-2023 19:45:00: 	Cerramos el par:TRB-USDT Profit: -29.8650000000000015 acumulado: -29.8650000000000015 precio: 18.03
info: Feb-08-2023 19:45:00: 	Profit total: -134.8322252666249948
info: Feb-08-2023 19:45:00: 	****************************************************************************
info: Feb-08-2023 19:45:00: 	Cerramos el par:AVAX-USDT Profit: -11.4 acumulado: -23.4 precio: 19.96
info: Feb-08-2023 19:45:00: 	Profit total: -146.4218452666249948
info: Feb-08-2023 19:45:00: 	****************************************************************************
info: Feb-08-2023 19:45:00: 	Cerramos operacion del par GMT-USDT
info: Feb-08-2023 19:45:00: 	Tenemos que poner una orden
info: Feb-08-2023 19:45:00: 	Type: market Maximo: 180000
info: Feb-08-2023 19:45:00: 	Qty: 745 Maxqty:180000
info: Feb-08-2023 19:45:00: 	GMT-USDT-SWAP market sell long 0 745
info: Feb-08-2023 19:45:00: 	Enviamos Axios Market
info: Feb-08-2023 19:45:01: 	Cerramos operacion del par BNB-USDT
info: Feb-08-2023 19:45:01: 	Tenemos que poner una orden
info: Feb-08-2023 19:45:01: 	Type: market Maximo: 40000
info: Feb-08-2023 19:45:01: 	Qty: 120 Maxqty:40000
info: Feb-08-2023 19:45:01: 	BNB-USDT-SWAP market sell long 0 120
info: Feb-08-2023 19:45:01: 	Enviamos Axios Market
info: Feb-08-2023 19:45:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 19:45:01: 	****************************************************************************
info: Feb-08-2023 19:45:01: 	Venta parcial del par GMT-USDT Cantidad 600
info: Feb-08-2023 19:45:01: 	****************************************************************************
info: Feb-08-2023 19:45:01: 	Cerramos el par:GMT-USDT Profit: -17.662300000000053 acumulado: -17.662300000000053 precio: 0.5131
info: Feb-08-2023 19:45:01: 	Profit total: -164.2752750166250478
info: Feb-08-2023 19:45:01: 	****************************************************************************
info: Feb-08-2023 19:45:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 19:45:01: 	Cerramos el par:BNB-USDT Profit: -4.956 acumulado: -6.6084 precio: 326.71
info: Feb-08-2023 19:45:01: 	Profit total: -169.4273010166250478
info: Feb-08-2023 19:45:01: 	****************************************************************************
info: Feb-08-2023 19:45:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "GMT-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-08-2023 19:45:01: 	Volvemos a apalancamiento 20 para el par GMT-USDT
info: Feb-08-2023 21:15:00: 	Cerramos operacion del par EOS-USDT
info: Feb-08-2023 21:15:00: 	Tenemos que poner una orden
info: Feb-08-2023 21:15:00: 	Type: market Maximo: 15000
info: Feb-08-2023 21:15:00: 	Qty: 35 Maxqty:15000
info: Feb-08-2023 21:15:00: 	EOS-USDT-SWAP market sell long 0 35
info: Feb-08-2023 21:15:00: 	Enviamos Axios Market
info: Feb-08-2023 21:15:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 21:15:01: 	****************************************************************************
info: Feb-08-2023 21:15:01: 	Venta parcial del par EOS-USDT Cantidad 80
info: Feb-08-2023 21:15:01: 	****************************************************************************
info: Feb-08-2023 21:15:01: 	****************************************************************************
info: Feb-08-2023 21:15:01: 	Venta parcial del par EOS-USDT Cantidad 110
info: Feb-08-2023 21:15:01: 	****************************************************************************
info: Feb-08-2023 21:15:01: 	Cerramos el par:EOS-USDT Profit: -12.56500000000002 acumulado: -12.56500000000002 precio: 1.0773228571428572
info: Feb-08-2023 21:15:01: 	Profit total: -182.1808325166250678
info: Feb-08-2023 21:15:01: 	****************************************************************************
info: Feb-08-2023 21:45:01: 	Cerramos operacion del par ADA-USDT
info: Feb-08-2023 21:45:01: 	Tenemos que poner una orden
info: Feb-08-2023 21:45:01: 	Type: market Maximo: 4500
info: Feb-08-2023 21:45:01: 	Qty: 10 Maxqty:4500
info: Feb-08-2023 21:45:01: 	ADA-USDT-SWAP market sell long 0 10
info: Feb-08-2023 21:45:01: 	Enviamos Axios Market
info: Feb-08-2023 21:45:01: 	****************************************************************************
info: Feb-08-2023 21:45:01: 	Venta parcial del par ADA-USDT Cantidad 100
info: Feb-08-2023 21:45:01: 	****************************************************************************
info: Feb-08-2023 21:45:01: 	Cerramos el par:ADA-USDT Profit: -6.869 acumulado: -6.869 precio: 0.391861
info: Feb-08-2023 21:45:01: 	Profit total: -189.2457630166250678
info: Feb-08-2023 21:45:01: 	****************************************************************************
info: Feb-08-2023 21:45:01: 	La orden se ha puesto correctamente
info: Feb-08-2023 21:45:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "ADA-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-08-2023 21:45:01: 	Volvemos a apalancamiento 20 para el par ADA-USDT
info: Feb-08-2023 21:54:21: 	Iniciamos proceso para abrir el par LUNC-USDT en sentido short
info: Feb-08-2023 21:54:21: 	Enviamos a okex la operacion
info: Feb-08-2023 21:54:21: 	LUNC-USDT-SWAP market sell short 0 223
info: Feb-08-2023 21:54:21: 	Enviamos Axios Market
info: Feb-08-2023 21:54:21: 	Arrancamos short el par:LUNC-USDT precio: 0.0001788591928252 cantidad: 398.856000000196
info: Feb-08-2023 21:54:21: 	****************************************************************************
info: Feb-08-2023 22:18:38: 	Iniciamos proceso para abrir el par BAT-USDT en sentido long
info: Feb-08-2023 22:18:38: 	Enviamos a okex la operacion BAT-USDT-SWAP
info: Feb-08-2023 22:18:38: 	BAT-USDT-SWAP market buy long 0 135
info: Feb-08-2023 22:18:38: 	Enviamos Axios Market
info: Feb-08-2023 22:18:38: 	Arrancamos long el par:BAT-USDT precio: 0.296 cantidad: 399.6
info: Feb-08-2023 22:18:38: 	****************************************************************************
info: Feb-08-2023 22:37:55: 	Iniciamos proceso para abrir el par LINK-USDT en sentido long
info: Feb-08-2023 22:37:55: 	Enviamos a okex la operacion LINK-USDT-SWAP
info: Feb-08-2023 22:37:55: 	LINK-USDT-SWAP market buy long 0 56
info: Feb-08-2023 22:37:55: 	Enviamos Axios Market
info: Feb-08-2023 22:37:55: 	Arrancamos long el par:LINK-USDT precio: 7.093 cantidad: 397.208
info: Feb-08-2023 22:37:55: 	****************************************************************************
info: Feb-08-2023 22:51:20: 	Iniciamos proceso para abrir el par ONT-USDT en sentido short
info: Feb-08-2023 22:51:20: 	Enviamos a okex la operacion
info: Feb-08-2023 22:51:20: 	ONT-USDT-SWAP market sell short 0 174
info: Feb-08-2023 22:51:20: 	Enviamos Axios Market
info: Feb-08-2023 22:51:20: 	Arrancamos short el par:ONT-USDT precio: 0.2293 cantidad: 398.982
info: Feb-08-2023 22:51:20: 	****************************************************************************
info: Feb-08-2023 22:51:53: 	Iniciamos proceso para abrir el par TRB-USDT en sentido short
info: Feb-08-2023 22:51:53: 	Enviamos a okex la operacion
info: Feb-08-2023 22:51:53: 	TRB-USDT-SWAP market sell short 0 221
info: Feb-08-2023 22:51:53: 	Enviamos Axios Market
info: Feb-08-2023 22:51:54: 	Arrancamos short el par:TRB-USDT precio: 18.0181447963800905 cantidad: 398.20100000000000005
info: Feb-08-2023 22:51:54: 	****************************************************************************
info: Feb-08-2023 23:00:20: 	Iniciamos proceso para abrir el par XMR-USDT en sentido short
info: Feb-08-2023 23:00:20: 	Enviamos a okex la operacion
info: Feb-08-2023 23:00:20: 	XMR-USDT-SWAP market sell short 0 24
info: Feb-08-2023 23:00:20: 	Enviamos Axios Market
info: Feb-08-2023 23:00:21: 	Arrancamos short el par:XMR-USDT precio: 165.4129166666666667 cantidad: 396.99100000000000008
info: Feb-08-2023 23:00:21: 	****************************************************************************
info: Feb-08-2023 23:00:47: 	Iniciamos proceso para abrir el par EOS-USDT en sentido short
info: Feb-08-2023 23:00:47: 	Enviamos a okex la operacion
info: Feb-08-2023 23:00:47: 	EOS-USDT-SWAP market sell short 0 36
info: Feb-08-2023 23:00:47: 	Enviamos Axios Market
info: Feb-08-2023 23:00:47: 	Arrancamos short el par:EOS-USDT precio: 1.0838972222222223 cantidad: 390.203000000000028
info: Feb-08-2023 23:00:47: 	****************************************************************************
info: Feb-08-2023 23:15:00: 	Cerramos operacion del par GMX-USDT
info: Feb-08-2023 23:15:00: 	Tenemos que poner una orden
info: Feb-08-2023 23:15:00: 	Type: market Maximo: 20000
info: Feb-08-2023 23:15:00: 	Qty: 59 Maxqty:20000
info: Feb-08-2023 23:15:00: 	GMX-USDT-SWAP market buy short 0 59
info: Feb-08-2023 23:15:00: 	Enviamos Axios Market
info: Feb-08-2023 23:15:00: 	La orden se ha puesto correctamente
info: Feb-08-2023 23:15:00: 	****************************************************************************
info: Feb-08-2023 23:15:00: 	Venta parcial del par GMX-USDT Cantidad 3.6
info: Feb-08-2023 23:15:00: 	****************************************************************************
info: Feb-08-2023 23:15:00: 	Cerramos el par:GMX-USDT Profit: -2.678 acumulado: -2.678 precio: 67.3038983050847458
info: Feb-08-2023 23:15:00: 	Profit total: -193.5123300166250678
info: Feb-08-2023 23:15:00: 	****************************************************************************
info: Feb-08-2023 23:15:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "GMX-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-08-2023 23:15:00: 	Volvemos a apalancamiento 20 para el par GMX-USDT
info: Feb-08-2023 23:30:00: 	Cerramos operacion del par OMG-USDT
info: Feb-08-2023 23:30:00: 	Tenemos que poner una orden
info: Feb-08-2023 23:30:00: 	Type: market Maximo: 38000
info: Feb-08-2023 23:30:00: 	Qty: 267 Maxqty:38000
info: Feb-08-2023 23:30:00: 	OMG-USDT-SWAP market sell long 0 267
info: Feb-08-2023 23:30:00: 	Enviamos Axios Market
info: Feb-08-2023 23:30:00: 	La orden se ha puesto correctamente
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	Venta parcial del par OMG-USDT Cantidad 10
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	Venta parcial del par OMG-USDT Cantidad 15
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	Venta parcial del par OMG-USDT Cantidad 29
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	Venta parcial del par OMG-USDT Cantidad 37
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	Cerramos el par:OMG-USDT Profit: 42.987 acumulado: 42.987 precio: 1.659
info: Feb-08-2023 23:30:00: 	Profit total: -150.7468065166250678
info: Feb-08-2023 23:30:00: 	****************************************************************************
info: Feb-08-2023 23:30:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "OMG-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-08-2023 23:30:00: 	Volvemos a apalancamiento 20 para el par OMG-USDT
info: Feb-08-2023 23:57:22: 	Iniciamos proceso para abrir el par DYDX-USDT en sentido short
info: Feb-08-2023 23:57:22: 	Enviamos a okex la operacion
info: Feb-08-2023 23:57:22: 	DYDX-USDT-SWAP market sell short 0 137
info: Feb-08-2023 23:57:22: 	Enviamos Axios Market
info: Feb-08-2023 23:57:22: 	Arrancamos short el par:DYDX-USDT precio: 2.908 cantidad: 398.396
info: Feb-08-2023 23:57:22: 	****************************************************************************
info: Feb-08-2023 23:57:58: 	Iniciamos proceso para abrir el par OP-USDT en sentido short
info: Feb-08-2023 23:57:58: 	Enviamos a okex la operacion
info: Feb-08-2023 23:57:58: 	OP-USDT-SWAP market sell short 0 146
info: Feb-08-2023 23:57:58: 	Enviamos Axios Market
info: Feb-08-2023 23:57:58: 	Arrancamos short el par:OP-USDT precio: 2.7404 cantidad: 400.0984
info: Feb-08-2023 23:57:58: 	****************************************************************************
info: Feb-09-2023 00:00:00: 	Cerramos operacion del par BTC-USDT
info: Feb-09-2023 00:00:00: 	Tenemos que poner una orden
info: Feb-09-2023 00:00:00: 	Type: market Maximo: 10000
info: Feb-09-2023 00:00:00: 	Qty: 1 Maxqty:10000
info: Feb-09-2023 00:00:00: 	BTC-USDT-SWAP market buy short 0 1
info: Feb-09-2023 00:00:00: 	Enviamos Axios Market
info: Feb-09-2023 00:00:00: 	Cerramos operacion del par APT-USDT
info: Feb-09-2023 00:00:00: 	Tenemos que poner una orden
info: Feb-09-2023 00:00:00: 	Type: market Maximo: 25000
info: Feb-09-2023 00:00:00: 	Qty: 24 Maxqty:25000
info: Feb-09-2023 00:00:00: 	APT-USDT-SWAP market buy short 0 24
info: Feb-09-2023 00:00:00: 	Enviamos Axios Market
info: Feb-09-2023 00:00:00: 	La orden se ha puesto correctamente
info: Feb-09-2023 00:00:00: 	Cerramos el par:BTC-USDT Profit: 0.45 acumulado: 3.013 precio: 22932.6
info: Feb-09-2023 00:00:00: 	Profit total: -150.8107167166250678
info: Feb-09-2023 00:00:00: 	****************************************************************************
info: Feb-09-2023 00:00:01: 	Cerramos el par:APT-USDT Profit: 37.9104 acumulado: 37.9104 precio: 15.0687
info: Feb-09-2023 00:00:01: 	Profit total: -113.0811411166250678
info: Feb-09-2023 00:00:01: 	****************************************************************************
info: Feb-09-2023 00:00:01: 	La orden se ha puesto correctamente
info: Feb-09-2023 00:16:38: 	Iniciamos proceso para abrir el par GMT-USDT en sentido short
info: Feb-09-2023 00:16:38: 	Enviamos a okex la operacion
info: Feb-09-2023 00:16:38: 	GMT-USDT-SWAP market sell short 0 782
info: Feb-09-2023 00:16:38: 	Enviamos Axios Market
info: Feb-09-2023 00:16:39: 	Arrancamos short el par:GMT-USDT precio: 0.511 cantidad: 399.602
info: Feb-09-2023 00:16:39: 	****************************************************************************
info: Feb-09-2023 02:00:00: 	Cerramos operacion del par XMR-USDT
info: Feb-09-2023 02:00:00: 	Tenemos que poner una orden
info: Feb-09-2023 02:00:00: 	Type: market Maximo: 6500
info: Feb-09-2023 02:00:00: 	Qty: 24 Maxqty:6500
info: Feb-09-2023 02:00:00: 	XMR-USDT-SWAP market buy short 0 24
info: Feb-09-2023 02:00:00: 	Enviamos Axios Market
info: Feb-09-2023 02:00:01: 	****************************************************************************
info: Feb-09-2023 02:00:01: 	Venta parcial del par XMR-USDT Cantidad 2.1
info: Feb-09-2023 02:00:01: 	****************************************************************************
info: Feb-09-2023 02:00:01: 	Cerramos el par:XMR-USDT Profit: -4.9159999999999999 acumulado: 0.6590000000000002 precio: 167.46125
info: Feb-09-2023 02:00:01: 	Profit total: -118.3978956166250677
info: Feb-09-2023 02:00:01: 	****************************************************************************
info: Feb-09-2023 02:00:01: 	La orden se ha puesto correctamente
info: Feb-09-2023 02:15:00: 	Cerramos operacion del par EOS-USDT
info: Feb-09-2023 02:15:00: 	Tenemos que poner una orden
info: Feb-09-2023 02:15:00: 	Type: market Maximo: 15000
info: Feb-09-2023 02:15:00: 	Qty: 36 Maxqty:15000
info: Feb-09-2023 02:15:00: 	EOS-USDT-SWAP market buy short 0 36
info: Feb-09-2023 02:15:00: 	Enviamos Axios Market
info: Feb-09-2023 02:15:00: 	****************************************************************************
info: Feb-09-2023 02:15:00: 	Venta parcial del par EOS-USDT Cantidad 100
info: Feb-09-2023 02:15:00: 	****************************************************************************
info: Feb-09-2023 02:15:00: 	****************************************************************************
info: Feb-09-2023 02:15:00: 	Venta parcial del par EOS-USDT Cantidad 240
info: Feb-09-2023 02:15:00: 	****************************************************************************
info: Feb-09-2023 02:15:00: 	Cerramos el par:EOS-USDT Profit: -1.286999999999972 acumulado: -13.851999999999992 precio: 1.0874722222222223
info: Feb-09-2023 02:15:00: 	Profit total: -119.8806406166250397
info: Feb-09-2023 02:15:00: 	****************************************************************************
info: Feb-09-2023 02:15:00: 	La orden se ha puesto correctamente
info: Feb-09-2023 02:30:16: 	Iniciamos proceso para abrir el par ADA-USDT en sentido long
info: Feb-09-2023 02:30:16: 	Enviamos a okex la operacion ADA-USDT-SWAP
info: Feb-09-2023 02:30:16: 	ADA-USDT-SWAP market buy long 0 10
info: Feb-09-2023 02:30:16: 	Enviamos Axios Market
info: Feb-09-2023 02:30:16: 	Arrancamos long el par:ADA-USDT precio: 0.393752 cantidad: 393.752
info: Feb-09-2023 02:30:16: 	****************************************************************************
info: Feb-09-2023 03:00:00: 	Cerramos operacion del par TRB-USDT
info: Feb-09-2023 03:00:00: 	Tenemos que poner una orden
info: Feb-09-2023 03:00:00: 	Type: market Maximo: 28000
info: Feb-09-2023 03:00:00: 	Qty: 221 Maxqty:28000
info: Feb-09-2023 03:00:00: 	TRB-USDT-SWAP market buy short 0 221
info: Feb-09-2023 03:00:00: 	Enviamos Axios Market
info: Feb-09-2023 03:00:00: 	La orden se ha puesto correctamente
info: Feb-09-2023 03:00:00: 	Cerramos el par:TRB-USDT Profit: -18.163 acumulado: -48.0280000000000015 precio: 18.84
info: Feb-09-2023 03:00:00: 	Profit total: -138.4486986166250397
info: Feb-09-2023 03:00:00: 	****************************************************************************
info: Feb-09-2023 03:15:31: 	 okex Closed Client1006
info: Feb-09-2023 03:16:01: 	 Conectados a okex
info: Feb-09-2023 03:16:01: 	subscritos al canal privadode Okex
info: Feb-09-2023 04:00:01: 	Cerramos operacion del par CFX-USDT
info: Feb-09-2023 04:00:01: 	Tenemos que poner una orden
info: Feb-09-2023 04:00:01: 	Type: market Maximo: 42000
info: Feb-09-2023 04:00:01: 	Qty: 569 Maxqty:42000
info: Feb-09-2023 04:00:01: 	CFX-USDT-SWAP market sell long 0 569
info: Feb-09-2023 04:00:01: 	Enviamos Axios Market
info: Feb-09-2023 04:00:01: 	La orden se ha puesto correctamente
info: Feb-09-2023 04:00:01: 	****************************************************************************
info: Feb-09-2023 04:00:01: 	Venta parcial del par CFX-USDT Cantidad 3700
info: Feb-09-2023 04:00:01: 	****************************************************************************
info: Feb-09-2023 04:00:01: 	Cerramos el par:CFX-USDT Profit: -45.7675 acumulado: -45.7675 precio: 0.0621865026362039
info: Feb-09-2023 04:00:01: 	Profit total: -184.3931192166250397
info: Feb-09-2023 04:00:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	Cerramos operacion del par YFI-USDT
info: Feb-09-2023 04:15:01: 	Tenemos que poner una orden
info: Feb-09-2023 04:15:01: 	Type: market Maximo: 120000
info: Feb-09-2023 04:15:01: 	Qty: 509 Maxqty:120000
info: Feb-09-2023 04:15:01: 	YFI-USDT-SWAP market sell long 0 509
info: Feb-09-2023 04:15:01: 	Enviamos Axios Market
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	Venta parcial del par YFI-USDT Cantidad 0.0015
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	Venta parcial del par YFI-USDT Cantidad 0.0229
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	Venta parcial del par YFI-USDT Cantidad 0.0015
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	Venta parcial del par YFI-USDT Cantidad 0.0016
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	Cerramos el par:YFI-USDT Profit: -22.1986999999999999 acumulado: -38.2184999999999999 precio: 7407.0982318271119844
info: Feb-09-2023 04:15:01: 	Profit total: -206.7803298666250396
info: Feb-09-2023 04:15:01: 	****************************************************************************
info: Feb-09-2023 04:15:01: 	La orden se ha puesto correctamente
